Review,Sentiment
"We had a non smoking room but there was a subtle smoke odor. 
 There were maintenance works taking place in a nearby room that went on throughout the day until 7:30pm on the days we were there. 
 The bedding also felt ever so slightly damp when laying on top of it - possibly to do with the A/C?",0
"Taj Palace exceeded our expectations and was definitely the best hotel we stayed at during our time in India. 
 All staff were super friendly and professional. Facilities were great, from the pool & spa facilities to the variety of restaurants within the hotel.",0.434722
this property was amazing! the customer service was phenomenal and the property is beautiful. highly recommend to anyone traveling to New Delhi.,0.479273
Nothing,0
"We stayed for 6 days at this Taj location in Chanakyapuri, Delhi. When we arrived at the Delhi airport, there was a Taj person who took us from the airport to the hotel all the time making sure we were comfortable and carried all our luggage to the car and to the hotel room. We did not have to think about anything while we had dinner at Taj Capital that first night at Taj. They had cold water bottles in the car and that really helped since the weather was very hot in New Delhi. When we reached the hotel, our check in process was very smooth and so was and checkout process at Taj. Every morning, our breakfast buffet had a wide variety of options from Indian to Continental. There was idli, masala dosa, different kinds of vadas, upma, sabudhana kichdi, puri chole, parathas, different kinds of croissants, muesli (tastiest one I have ever had), eggs cooked to order, sausages etc. One of the servers there, Prem, made sure that we had our masala teas every morning. He would make sure that we got everything we needed. A special shout out to him. Our rooms were cleaned everyday before we returned back. One day it was my mistake and I forgot to remove the do not disturb sign so they could not clean the room. When I requested them it was quite late in the evening but still a person was sent immediately to clean our room. We used to go to the Taj club lounge everyday where they served us tea and different kind of snacks like paneer pakoras and desserts like cakes and scones. We tried the Taj dinner buffet one evening and the variety of food and desserts is something one should try. Their mutton seekh kebab is worth mentioning - it just melts in your mouth. We had a great experience at Taj - just impeccable service. I would gladly recommend this Taj experience to my friends and family. Great job guys!",0.237846
room was good,0.7
Staff was very cooperative and understanding.,0.2
Good location staff were very helpful and good BF and dinner,0.533333
Room service food,0
Staff at check in was exceptional . Very courteous and helpful.,0.723333
"Good spread in Breakfast, great hospitality,",0.75
For 3 people the room we were assigned was small,-0.25
Beautifully located,0.85
"At the check in we were told that the room we had booked on Booking.com was not available anymore and we were offered an upgrade, at a ""Discounted Price"", but we still had to pay extra. 
 This was a bit weird. 
 Then I was taking photos of my wife in the lobby with my Camera and the security guy told us it's not ""allowed"" for security reasons. 
 Now, I don't understand why taking a photo with a Camera is any less secure than a billion photos others were taking with their phones. This was a bit rude.",-0.12778
"The Hotel was amazing, although the property and the rooms are a bit ""Dated"", it's also ""Vintage"" at the same time. 
 The room was huge and the facilities great. We had the view of the swimming pool and there was every comfort you can ask for in the room. 
 The breakfast was ""Exceptional"" and nothing compares to their great service. 
 We were really pampered and the staff was really considerate. 
 We sat at the terrace outside the restaurant with a lovely view of the swimming pool. Even though it was probably the hottest time of the year, the hotel had made good arrangements wit coolers to make it really comfortable.",0.438889
Everything,0
alles ok,0.5
alles,0
nothing.,0
The hotel was fantastic. Clean and wonderfully decorated with tasteful touches.,0.588889
rooms needed to be upgraded. washroom tiles and amenities need to be replaced. water spray need to be installed in toilets.,0
nothing,0
Taj and it’s staff is always the best .. I have never experienced this kind of service ever in the whole world wherever I have travelled .. except where ever taj has its hotel..,0.35
Nothing,0
I liked everything.,0.6
Liked everything. There wasn’t anything to disloke,0.6
This hotel has excellent location brilliant spacious rooms. Very polite staff.,0.7
"Excellent Property ,one of the best Location in Delhi.The best hotel I’ve ever been privileged enough to stay at. Gorgeous building, and it only gets more breathtaking when you walk in. High quality rooms high quality service. Breakfast is exceptional.",0.562424
There was nothing to not like,0
"excellent location for exploring New Delhi.
 spacious well furnished rooms.",0.568182
The best part with Taj apart from the facilities is the excellent service and the behavior of the staff,1
vegetarians have very limited options in the buffet that surely can be improved. Tinde in dinner is least expected in a 5 star,0.001786
beautiful place with amazing staff,0.725
Not Applicable,0
Very aesthetic and a well maintained property.,0.2
"The palace and the staff ,food was too good. Anandita in front office is very pleasant and and very helpful.",0.617778
"Excellent place with excellent staff, a true palace indeed.",0.783333
The prices in which I was offered twin bed rather than double bed.,0
The hospitality and the facilities.,0
nothing significent.,0
food was delisious. room is comfortable but not as expected. i take room service at dinner food delivery is little delayed i excepted.,0.0375
"size of rooms, pool and related facilities",0
"location, hospitality",0
Restriction on food from outside,0
"Great facilities (especially the pool and steam room), wonderful service and I got a great deal",0.65
"The beds, they are so bad that they should have been replaced years ago. It worsened my back condition.",-0.35
"location, staff",0
"Mr Roshan excutive he was very good.
 I loved it his support.",0.805
Every services was excellent 👍,1
nothing really,0.2
all great,0.8
nothing,0
"everything, from check in to check out.",0
nothing,0
Amazing,0.6
It was good and it was a short stay only,0.233333
Non.,0
"Spicy Duck restaurant, Orient Express Restaurant, Jiva Spa.",0
Overall its good. we have booking for 4 days but did not receive any complimentary laundry .,0.333333
location of the property is good. Room has adequate space.,0.516667
If a ramp or lift near the entrance to avoid the stairs.,0.1
"Dinner good and accommodating team specially AMAR.
 People at entrance helped to carry the luggage since the steps are many",0.519048
"This property is like none other. Right from it's location to the staff, to the minutest detail is covered by the hotel & it's staff. I'd suggest any one visiting Delhi to stay at The Taj Palace.",0.080357
"Location, quality and standard. Room upgraded at check-in!",0
we asked for a non smoking room but it smelled like stale smoke. also the steam sauna area needs better management and cleanliness,0
"Amazing pool, well maintained rooms and leisure facilities.",0.6
the breakfast on Sunday was super super crowded. Put a lot of strain on the service teams.,0.333333
"Amazing room with a view of the forest area, fantastic Taj service, cleanliness.",0.5
Good one,0.7
check in/out,0
service,0
nothing,0
everything,0
Food price is little expensive for the quantity,-0.34375
Clean and room service,0.366667
Everything was great we have no complaints at all.,0.8
Breakfast was very good and a large choice,0.562143
Elevator from Zero Level would be better for elderly and disable guests,0.5
Breakfast quality and arrangement with supporting staffs are excellent,0.625
service was hit and miss,0
Beautiful lobby and outdoor bar,0.85
Mr. A J Rana was a lifesaver. We had accidentally booked the wrong night and he worked to make it right. He had a cake delivered to our room after he heard we were there celebrating a birthday. Thanks for taking such good care of us.,0.137143
Ambiance,0
-,0
clearance,0
Carlton from the Mumbai taj was very helpful and kind. Definitely will stay at taj when I visit Mumbai next.,0.2
Shower room and space surrounding the commode should have been a little more spacious.,0.15625
Breakfast was excellent but other restaurants where we took our dinners did not match our expectation and were extremely expensive.,0.125
"The property is wonderful, the staff lovely. a particular mention for the hotel drivers & the Concierge who did everything to make my stay easy and comfortable!",0.52
May be provide freshly squeezed fruit juice as watermelons ; oranges ; melons are quite cheap as compare to England ; fresh fruit juice on most Delhi streets cost around eighty rupees,0.375
Standard of food served was excellent ;,0.5
rooms a bit small and in the old side,-0.075
it’s value for the service and location,0
clean environment,0.366667
hospitality,0
amazing property and the welcome suprise,0.7
The food was fabulous and the room quite simply the best. 1,0.466667
Nothing,0
Warm Welcone by the staff and seamless check-in and check-out,0.35
Everything was superb. The staff was very polite and helpful,0.6
was immediately given an upgrade when I complained about my first room as I was given an old room that was being renovated outside.,0.0125
love the room ans the view of the pool. Very friendly staff and excellent Chinese Restaurant!,0.496875
nothing everything was perfect,1
the location and view from the room,0
Very good. Location also very good,0.91
Everything was amazing,0.6
food,0
handling and courtesy,0
clean property. very helpful and friendly staff,0.313889
"DUE TO COVID CAFE AND RESTAURENTS WERE CLOSE. I CHOOSE ROOM WITH SOFA BUT THERE WAS ONLY A WORK CHAIR AND SINGLE SITTER CHAIR. 
 ALSO DON'T UNDERSTAND WHY RECEIPTIONIST WAS SAYING YOUR ROOM WILL BE SHARED BY SOMEONE ELSE AS WELL, WHILE I BOOK ROOM ONLY FOR TWO OF US.",-0.04911
BREAKFAST AND ROOM LOCATION,0
"It was great but perhaps needs a renovation as the room, furniture and shower cabin looked a bit rundown.",0.8
Nice facility overall.. and a great place to stay!,0.533333
NA,0
hospitality,0
Everything was great!,1
"The staff were extremely friendly. They constantly checked up on us to make our stay as a family as comfortable and relaxing as possible. The breakfast was exceptional and the chef cattered to my kids every request.
 The room we stayed in was spacious, clean, and comfortable.",0.315476
"Apart from swimming pool there are no other activities for children. 
 But pool with 25C° well maintained had fun.",0.18125
"Nice breakfast and rooms. All staff were polite and good. 
 There was a man at swimming pool, I didn't remember his name but he's very good and gave more information pool and other services.",0.517
Can't think of anything!,0
"The room, the view, the club",0
everything,0
"Staff, service and overall ambience",0
Restaurant closes at 9.15pm. You have to order food in room,0
Room and cleanliness,0
The breakfast and the service was exceptional,0.666667
Absolutely nothing.,0.2
"As usual, the staff etiquette and amenities at Taj are beyond the standards set by many hotels in the same category. 
 The rooms are tastefully designed to provide maximum comfort and every aspect of your stay is given utmost attention.",0.083333
it was very convenient for the work that I needed to carry out,0.2
"Everything was just great, right from the time I checked in till the time I checked out",0.542857
garden,0
amazing stay,0.6
"Breakfast options were great - from South Indian to North Indian and everything in between. The restaurant staff were very friendly and courteous, and took great efforts to make sure our breakfast experience was great. The hotel is located in a very exclusive place in New Delhi. The overall feel is very modern, posh, and exclusive. Every aspect in the hotel -reception lobby, decor, room decor, elevators, furniture, etc -reflects the care and attention shown in running the place well. Absolutely top notch!",0.473533
....,0
Location was great,0.8
Breakfast tasted not that good,0.7
Everything was good ...prashant at the capital kitchen during breakfast was very curtious and polite...although i would like to add that breakfast was missing that wow factor (tastewise) well may be becoz of that busy new year morning....but anyway taj is taj....wah taj 👍,0.172727
Wish there was a provision of a late check out till evening since the room was spectacular,0.15
"Loved the complementary room upgrade, loved the breakfast on the house. The staff were so polite and cordial, their hospitality game is strong.",0.358333
nothing I can think off,0
"location, food, cleanliness, attention to detail",0
Food in hotel restaurants were costly.,0
"Facilities, friendly staff and value for money.",0.375
"location, staff, food, cleanliness, service 
 EVERYTHING WAS MORE THAN EXPECTED",0.2
Loved the ambience and the service. Food exceptional,0.683333
Best hotel to stay in Delhi,1
Staff and location,0
The breakfast was buffet was fantastic. The staff was very friendly and attentive.,0.429167
If rooms were closer,0
Highest level of hospitality,0
The service by the waiting team & the reception was absolutely scrupulously on time. Especially Mukesh from the restaurant who not only looked after us at dinner but generously looked after the only vegetarian at our table (who he caught not snacking with his food)… thank you so much for making our one night stay a memorable one.,0.15
TAJ PALACE IS A VERY GOOD PROPERTY TO STAY AT THE STAFF ARE EXCEPTIONAL AND THE SERVICE THEY PROVIDE IS VERY GOOD LIKED THE AMBIANCE OF THE PROPERTY VERY WELL,0.657333
The Taj Style,0
There is nothing to complain about,0
nothing to be mentioned! its TAJ 👑 ! luxury redefined,0
Cooling temperature.,0
Elite class environment.,0
"Bathroom jet was leaking, and it was all mess. So it was disappointing.",-0.3875
"there were so many people at Breakfast, the experience could have been better. some items were cold.",0.133333
amazing taj hospitality. room upgrade.,0.6
NA,0
the place and the staff,0
"I had to spend huge time at Front Desk during check in but perhaps no fault of yours.
 Your front Desk Mr Roshan was very helpful but powerless to solve my problem .
 I had booked 3 Adults thru Booking.com whereas he had received for 2 Adults . He did helped me to connect to Booking.com as he said Booking.com must change the no. of Pax . My point was Taj/Tata should have better way to resolve problem with Booking.com . He was kind enough to offer additional bed some extra cost and agreed not to charge if Booking.com modifies number of Pax .",0.171429
Breakfast & rooms were as per expectations . didn't take Dinner,0
had less variety of breakfast in buffet,-0.16667
Ambience is amazing as u can expect its TAJ PALACE,0.6
"Just like any other Taj property, it exudes Tajness in service and other facilities",-0.125
Small size room,-0.25
All,0
nothing,0
"courteous staff, excellent facilities",0.8
Everything was just perfect,1
All the staff were very courteous and prompt in the services.,0.78
"Overall good, but the is too much trefic in u r location when we're check out, and for the amount WWE paid room rent but after check out his chagred min freezer stock amount as wel, even i don't have any issue but on check in time u r staff shuld be informed to guest.",0.3
"Overall good, but the is too much trefic in u r location when we're check out, and for the amount WWE paid room rent but after check out his chagred min freezer stock amount as wel, even i don't have any issue but on check in time u r staff shuld be informed to guest.",0.3
Everything was good,0.7
Good but some of the stuffs behavers was not good,0.175
Nothing.,0
View from the room.,0
breakfast should have been more better variety of food,0.5
everything was good,0.7
everything as perexpectation,0
all are good,0.7
NA,0
LOVELY WARM STAFF AND PROPERTY,0.55
Hallways were too warm. Carpet at the entrance were pretty disgusting,-0.05
Service. Dipankar went above and beyond,0
None,0
"the hotel is huge and has every conceivable amenity for business or leisure travelers both … food is awesome and better than overrated restaurants of the equally popular hotel next door .. It has huge swimming pool, spa and even a putting range in the middle of city",0.375
rooms were fabulous,0.4
nothing specific,0
the bubble bath .. it was amazing and relaxing,0.6
property was safe and very clean,0.488333
Everything,0
Food staff,0
The registration at entrance better managed,0.5
Good . Could be managed better,0.6
"The Hotel generally is as expected from the property of that class. Clean, pleasant, well maintained with the usual set of facilities and amenities of the 4-5 star hotel - pool, number of bars and dinning places, spa and business centre.
 The impression is very good in general. Though i was really surprised in a bit of unpleasant way - that such things as plates and ice are chargeble there within the roomservice. I have never expierenced this anywhere else in Delhi's hotels.",0.128889
Breakfast was amazing,0.6
"Ambience, decor, staff, room facilities",0
the swimming pool staff,0
beautiful and great food,0.825
"Cooling in the room on Day 1 was not effective. The AC stopped working at 1AM in the night and was back only at 4AM.
 Further there was hammering work going on in the floor above us which started at 3AM and we had to make repeated complaints in the night to have it stopped 
 The duty manager did help out but the experience was definitely sub optimal for us",-0.05
"Food, room, service",0
Staff is helpful.. location is great .. Gym is neat,0.8
Everything is good,0.7
Excellent,1
NA,0
Services,0
"There was no bidet spray in our rooms and I had to request the Manager to change the room to one which haf the spray. However, the one room was given on another floor.",0
The Food and the ambience.,0
"Breakfast could have been better, more varities, more juices, shakes, choice was limited,",0.357143
"Stay was comfortable, Staff very courteous, Food - Dinner was very good, Break fast was just ok, overall good experience, enjoyed the stay,",0.49875
Can't think of anything,0
"Sumptuous breakfast, very attentive staff and tasty furniture in the room and in common area",0.11
My room with pool view was beautiful. It made my visit memorable. Room service was good .,0.683333
Can’t think of anything,0
"Food was superb .
 Very courteous staff .",0.89
"Everything is good, that swarg on earth",0.7
Too much Good,0.7
Outside food not allowed. Other hotels allow,-0.0625
Breakfast is superb,1
"Central Location, close to the airport and also the city",0
Nothing.,0
"The Taj experience is like none other. Excellent service from every single staff member right from housekeeping to restaurant service staff. 
 While there were a lot of people checking in at the time I was, the process was smooth with hardly any waiting time.
 Check out was equally smooth with special mention to Arpan who did the check out, for his friendly nature. 
 The experience at Capital Kitchen where I had both the buffet and a la carte dinner was also equally warm and welcoming. Great food and top notch service.
 The Deluxe room size is great for 1-2 people. Staff was continually sanitising the common areas which I was appreciative of given the covid situation.
 I also took the spa service where not only was the massage very good but they followed all covid protocols as well.
 Overall a property I would return to over and over again.",0.359987
"Service, room upgrade experience, restaurant, everything top notch. It's hard to go wrong with this hotel. This was my 4th stay in 3 months.",-0.09722
Check-out makes us stand in que for long time.,-0.05
Every other thing. Food.,-0.125
Bathroom was overflowing. Not expected at Taj,0.05
All the services were good.,0.7
Was expecting more continental variety in breakfast,0.5
The cleanliness and tidiness,0
"The room was not supplied with shampoo or sewing kit the first night. This was rapidly remedied when pointed out and these items requested. Also there was some confusion about the delivery of our luggage to the room as the porters knocked on the room door rather than ring the door bell and we had not heard the knock. When I rang reception after about an hour I was advised they were sending luggage ""straight away"". Half an hour later our luggage had still not appeared so I went to the service desk and the problem was quickly rectified and all explained,- viz that they had attempted to deliver the luggage but there had been no answer. The staff were most apologetic and "" treated "" us to a fresh juice to make amends. Nevertheless it was an anxious moment for us . On the second morning of our stay we had to leave early before the buffet breakfast timings and the packed breakfast we were given on our second morning was a little meagre,- sandwich, juice, health bar and cake. But to be fair nothing could compete with the buffet breakfast. For these two points only I have not given a 10 .",0.127083
"The buffet breakfast is really NOT TO BE MISSED under any circumstances! Whatever your dietary preferences and food allergies there will be something for you. Staff are most helpful and attentive and I would give a 10 plus if I could. I particularly noted that service to customers with disabilities was excellent with staff enquiring what customers would like them to bring from the buffet bars. We particularly appreciated the range of food... all varieties of Indian Cuisine and also Western full English if that's what you prefer. This could not be bettered in any way! Dinner similarly had a wide range of culinary choices. 
 The Swimming Pool was a bonus and appeared well maintained despite its popularity with the pigeons!
 Also the quality of marble work throughout the hotel is awesome and a suitable showcase to all that is best in Indian craftsmanship. Overall we felt "" safe"" in these Covid Times . A most pleasant and relaxing stay.",0.351316
Price of food in Ala carte. 25% more than other 5 star hotels including taj at other places it self,0.083333
One of greatest breakfast option I had in last few trips.,0.266667
Nothing was such though Breakfast can be improved,0
I liked the ambience and the hospitality by the members as well,0.6
It takes a lot of time and reminders if you need anything,0
"Extremely noisy. Too much traffic around. Too many events in the hotel. Impossible to relax with so many people, so many events, so much noise. Too much noise even in the pool. Restaurants are very expensive for the food served.",0.073148
"Rooms are nice, as expected; staff tries their best to help.",0.35
Ambiencece,0
wah Taj ! was missing,-0.2
Over charged and .are false receipt for room service,-0.4
Duck park,0
All was good,0.7
"Pool was dirty . Breakfast was not appropriate .
 Room was too congested .",-0.425
I life location and dinner.,0
Dinning Place was over crowded and looked like a Food Market where guest and waiters were both shouting to place their order ala carte or following it up as kitchen was not equipped to handle so many orders in spite of Buffet.,0.25
The choice of dishes. Well behaved & cooperative Staff.,0
"The hotel and the staff holds itself high. And yes the place is quality but divert sometimes into a cool stiffness. 
 Could use a little bit more of a humble warmth.
 Too many floor employees doing to much in the wrong time
 Reception sometimes crowded.",0.102813
"Clean, varied breakfast and good location. Really decent hotel.",0.411111
Carpets are old and dirty,-0.25
It is Taj,0
"Terrible slow service. 25 mins ++ for a drink, rooms need refurbishment and extremely expensive for experience.",-0.6
Close (15 min) to airport,0
Swimming pool was too small and children r crying there totally and feel no relaxation and then in the health club also small children were sitting there creating all mess,-0.175
Its location and the staff behaviour was excellent,1
"Non-smoking room smelt of smoke. Two tiny single beds provided for 3 adults.
 Rooms and bathrooms require a renovation/upgrade. Outdated.
 The Manager tried to assist but not hard enough!!
 Very disappointing!!!!!!",-0.22093
"Awesome ambiance and welcome at reception.
 Breakfast was good.",0.833333
The carpet in room- it was dirty and discoloured,-0.6
The breakfast for guest was laid in banquet-2 levels down and choice was so limited,-0.11349
"The doorman temporarily lost 2 pieces of our luggage. 
 Very ordinary food in a noisy cafe with no atmosphere.
 Unable to charge expenses to our room due to an error by the check in clerk. 
 For the money we paid, I would have expected much more
 Power cord draped across the carpet with gaffer tape in the breakfast dining room is unbecoming of a 5star hotel.",-0.11
"I have been a Taj enthusiast for the past 15 years but with great disappointment I would have to say that it has lost its sheen. The greatest disappointment is the quality of food which has deteriorated significantly. And I did mention it at the time of my checkout. The next disappointment was the attitude and of the staff at the capital restaurant.
 Taj, you don’t represent just any hotel brand, but you identify yourself at a global level as being the brand of India . Kindly maintain the standards.",0.0725
I would say that everything else remains the same as the rooms are definitely very good and so is the housekeeping,0.455
"Exhibition was clubbed in hotel making it a chaos at lobby, loud and crowded,
 Swimming pool
 Was closed, restaurant staff were not to mark",0
Location,0
Need upgradation for washroom,0
Breakfast,0
Breakfast was average.,-0.15
"The property was not maintained well, decor needed updating and paintwork was peeling in some areas",0
It was a central location and so easy to access main shopping,0.2
"-The room did not reach to me expectation the design and the furniture very old ,and the TV small 
 -Very bad wall insulation",-0.34333
"Beautiful lounge & Staff , exceptional location",0.758333
"However, abysmal service - you had to wait for 15-20 minutes just to get a table for breakfast (they arranged extra seating in the basement). The options at breakfast were nothing to speak off - barely basic (we had just been to Hilton Abu Dhabi and that had more Indian food in addition to international cuisine than Taj at their breakfast). We also took the new year's dinner at Taj and they had to move guests around since they had initially planned some outdoor seating which was directly behind the DJ -- it was too loud for people to sit. 
 Overall, food had many options but basic and tailored to suit an internation audience by playing it very safe. On our return trip, we stayed for a day at Aloft Aerocity and the food there was miles above what Taj offered. Overall, severely disappointing. The only pleasant thing I would recall is one of the waiters serving Chai during breakfast.
 Taj has some very nice resorts (e.g. Taj Madikeri) but this one is primarily focussed on foreign guests who are happy with the wow factor but in terms of overall experience (be it food, service or value for money) this one is not so good.",0.178112
"The hotel for Indian hospitality. We wanted to try this out for new year with extended family (two rooms), It is a classic hotel in a great location and has the Taj brand. We had gone to Taj Madikeri and the food there had been simply amazing. So for new year, we were expecting great things.",0.439899
"The hotel is getting very old, rooms also. The pool is shockingly not maintained for a 5 stars. We did not swim bc it does not make you want to. The general atmosphere is ok but to me the value is one of a low 4 star.",0.236
The staff is exceptional and so is the location.,0.666667
It was an impersonal hotel more suited to business travellers. Because it was winter no one used the pool because it was outdoors. The hotel doesn’t offer much for the leisure traveller in winter.,0.35
The staff are very pleasant,0.953333
Rooms and hallways are old,0.1
Beautiful grand entrance and staff,0.675
"rooms were jaded, bathroom fittings eg bath very old and worn looking . pool not operational but nothing on website to tell you that",0.13
good location and beautiful reception area. staying there feels safe as a female solo,0.5125
"The food, Bath tubs were dirty and water in bath tub was yellow so didnt feel like taking the bath. 
 Bread/ bun served before emal was so hard . complained to service boy responded by saying this is Normal",-0.20833
Staff spoke well and was courteous.,0.6
Breakfast- Had to wait for a long time to get a table and there was a strong draft in the breakfast room which was very uncomfortable.,-0.08889
Very luxurious interiors,0.2
"Front reception surprised me that they have upgraded me to a suite but I was shocked to see the filthy condition of it, I would rather stay in my downgraded room but I had no choice as I was in rush to go out.
 I have been staying with Taj for more than 6 years but this time my experience was very disappointing. 
 I would suggest management to renovate those suite on 2nd floor which are ruining Taj reputation.",-0.28
Reception Only.,0
the room was shady !,-0.3125
the restraunt was bad !,-0.875
this hotel was built 50 years ago zero maintenance,0
nothing,0
"property was not maintained and old. Tried calling reservations before arriving 5-6 times but couldn’t reach anyone. even Booking.com executives called but got no reply. Reported this at checkin and one more time after that but got no response.
 Property outdoor was also not maintained.",0.3
The lobby was lively and Center flower setup was beautiful,0.295455
"This review is simply based on the worst experience we had during check in with 3 small kids having travelled for 7 hours. Before arriving I called and received confirmation that check in process will be smooth. Firstly we had a car accident while travelling to the hotel from the Airport which was a shocking experience and the hotel very well knew about this. Once at the hotel me and my family were held hostage by a staff named ""Nivedita"" and her collegue at the front desk even though the key to my room was ready- intimidating me that I double booked for the 3rd of Dec- one through booking.com and one through their website. I kept telling the staff that it is not the case and booking.com has confirmed cancellation- she seemed really angry and upset and kept talking about policies and # of guests- I advised her that I can pay double the price as long as I let go into my room and finally after a lot of whispering to one another we were allowed to go into our room- now close to midnight with 2 toddlers. Within minutes - I was asked to sign a paper which asked me to pay approx $450aud extra a night. I had no option but to sign as I would be out of accomodation if I didnt. 
 Until the last day I was told by many different staffs that booking.com didnt filter the cancellation through and showing as an ACTIVE booking. This is a seperate case I will raise with booking.com as this concerns a privacy and financial risk for customers even though hotel is telling me that 5 star hotels wont charge me if I forward them my cancellation confirmation but in an IDEAL situation this shouldnt be the case.
 This review is not to take a dig at the hotel but to let families with toddlers know what I went through. Also booking.com regards 12 year old as kids and hotel regards them as Adults so buffet will be adult costs. The rest of the experience even though good but the sour first encounter made everything else look fake. Sorry sharing what I genuinely feel.",0.010215
The first nights bad experience basically ruined the entire 3 nights stay experience.,-0.15
"It's not worth it. The breakfast was average and staff were lukewarm. For a luxury hotel, it felt subpar. Could have been better.",0.066667
The location and the facilities were good.,0.7
very dated rooms. old & small bathroom.,0.016667
location and the lobby,0
"Late food delivery.
 I ordered dinner and they didn't deliver for 1.5 hours .
 Then I had to remind them as I was starving",-0.3
Behaviour of the staff,0
No one was there to inform me of where the check in desk was so I ended up at the information desk (as there were also no signs). The room was exceedingly cold and works were going on outside my room even though I specifically asked for a quiet room owing to being extremely jet lagged - 4 back to back flights for work - meaning I needed solitude and rest. I had to call reception 3/4 times for them to understand what I meant about needed a room heater due to the room being so cold and by the time it arrived it was passed midnight.,-0.18125
Personable porters and ambience of the hotel. But seemed to judge wealth on how you’re dressed.,0
Breakfast was not as expected and lack of sitting area. Disappointed with services,-0.425
The entrance was good!,0.875
room was very small and service was poor.,-0.3625
"location was good, breakfast was nice. staff was greeting professionally.",0.466667
"Too much people, busy place, a lot of events. 
 The windows can’t be open. No fresh air. 
 I was very disappointed when I arrived and the receptionist explained to me that I can’t have the room they I had booked because they don’t have rooms of this class. At the end I was accommodated in my booked room but the experience was very unpleasant and disappointed.",-0.34571
food,0
Depending on my previous stay I booked this time as well. But big disappointment...the quality of the in room dining wasn't great. .limited menu...concierge service was terrible.,-0.09167
Ambience Breakfast,0
it’s old and rooms are badly in need of renovation,-0.3
"Amazing location, great brand, very good common areas, excellent breakfast",0.602
"Room rate was high this time, also breakfast was average, taj needs to increase the staff at the check out counter as I also see only one person working which create huge waiting line for customers.",0.1025
it’s been comfortable and pleasant stay always to stay at this property.,0.566667
"food , we order thali and food is really bad we didn’t expect such service from taj palace I did mention same while paying for food .",-0.23333
"hotel is very good and our stay is very good , room is good !",0.898333
"Accommodation is not upto the standard and rooms are stinking with cigarette smell. Though pre-intimated regarding the size of the family, rooms are not arranged properly. Taking too long to checkin. But at Trident and others they do it quickly and rhe staff at front desk are very cooperative. Had a bitter experience at Taj chanakyapuri.",0.063889
Food is good,0.7
"It could have been better if there was much better communication with the staff.
 What i noticed in India is that many promises are not fulfilled and not obligatory, but i didn't think that this applies to hotels like Taj. India's favorite rule is ""tomorrow morning"".
 All the issues that i tried to solve were not solved by the staff, including the general manager. I should make early check-out and asked to change breakfast for dinner with a surcharge of the difference, manager promised to resolve the issue in 5 minutes, I waited 15 minutes, he was even afraid to look in my direction and waited for me to leave lobby.
 I ordered breakfast to go, called to lobby three times, but breakfast was not ordered for me in the early morning.
 There is a cafe with cakes in the lobby, I chose something, staff packed it for 10 minutes, after that I wanted to pay, but staff just left somewhere shaking his head. I waited another 10 minutes as an honest person, waited until someone came up to pay, asked who to pay - no one came up",0.225
"Nice location, spa, breakfast",0.6
"The system of telephone. Since the hotel was soldout, they didn’t have enough staff to cater the busy times. once you make a call, it takes ages for them to pick up and they tell you you will get a call back, but you never receive any call back!",0.025
"i liked everything except the miscommunication with staff. we were also upgraded , however there was lack of communication with the staff.",0.6
"location, food",0
"i liked the staff they were very polite. however, this time taj did not stand up to it’s terms because the hotel was almost sold out and it was very difficult to contact the staff.",0.05
the hotel looks very old from the outside and needs to be renovated urgently. It was very disappointing. the hotel looks so nice from the inside and it does not reflected on the outside whatsoever. also the hotel chef can turn up the vegan level of the kitchen and food.,-0.01
"beautiful hotel, very nice staff, amazing interior design and great facilities.",0.7575
"Front desk is casual, slow and easy going. Coffee shop staff behave similarly too. Guest services phone line is not picked up multiple times. No iron board and box in room. 
 NOT recommended for business travellers. You may like to chose ITC MAURYA next door",-0.06111
Location of the hotel,0
Too many items to list down,0.172222
Only the masala chai at breakfast,0
Why doesn't a representative from booking.com go and stay there. I will pay for the stay. Horrible recommendation by booking.com. very very disappointed,-0.9875
Extra charged for one biscuit packet and soda drink,0
Infra and staff,0
"Bad planning in restaurants. almost never did we get any space to have food, either breakfast or dinner.",-0.7
Location,0
Rooms are pretty rundown and not renovated in years.,0.25
Staff was good.,0.7
the room given was old and dilapidated and we would have never stayed in such a room ever . it was credit card guranteed therfore we were compelled,0.05
location and staff,0
Your restaurants service and staff highly uneducated and behave like a street food vendors,0.16
Only room,0
front office staff is extremely rude and non cooperative. I have stayed at several Taj hotels but never had a bad experiences. This is the first time i have had a bad experience in 5star. such a shame.,-0.24167
beautiful property,0.85
Only Buliding structure was good. Well decorated.,0.35
"Breakfast and dinner have very less variety of food. Cutlery system was very wired, no replacement of spoons . No ice cream in Buffet , food taste was not good.",-0.12222
"Literally mold in the bathroom--and not just a little, quite a bit. This property needs renovation (rooms, that is). They seem to keep the main areas updated but the rooms should be redone.",-0.01042
Friendly staff. Nice lobby and restaurants.,0.4875
room with normal view a bath,0.15
"It wasnt my first time in the Taj. got a room without a bath the view from my window was of construction side and workers., after asking to team to relocate to a bath room because of my kids they allowed me. we ordered 2 meals and the food was not good very poor and not enough western options for kids. half of the time the pool was out of order and that was the main reason for us choosing the Taj.",-0.08857
"Poor behavior of the front desk staff name Roshan.
 Tasteless food.
 Very very slow service and many times ignorance, not attentive Mr.prem in the breakfast.
 really bad experience.",-0.29833
